"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"824","Ship and Boat Captains",3.75,3.88,3.88,3.88,3.88,2.75,2.5,1,3.62,4.12,2.88,2.5,2.88,3.75,2.88,3.75,2.88,3.88,3.75,2.12,3.12,1.75,2.88,3.62,2.62,2.12,3,3.75,3.88,2.88,2.88,1.75,3.75,2.88,3.12,"Importance"
"825","Ship Engineers",3,3.75,3.38,3,3.88,3.75,3,1.25,2.75,3.38,2.62,1.75,1.88,3.25,2,3.62,2.38,3.5,3.62,2,2.25,1.38,3.5,3.25,3.5,2.62,2.88,2.88,3.5,2.88,2.75,1.62,3.38,3.75,3.12,"Importance"
"826","Shipping, Receiving, and Traffic Clerks",2.38,3.25,2.62,3,3.12,1,1.38,1,2.25,3,2.12,1.62,1.75,2.25,2.38,2.88,2.38,2,2.38,1.25,2.5,1.62,2.38,3.12,1,1,2.5,2.75,3.38,2.25,1.88,1.5,2.62,1.75,2.5,"Importance"
"827","Shoe and Leather Workers and Repairers",2.12,3,2.38,2.5,2.88,1,1.88,1,2,2.75,1.12,1.25,1.5,2,1.62,2.75,1.88,2.38,2.75,1.75,2.25,1,2.5,2.5,1.12,1.12,2.5,2.75,2.88,1.88,1.12,1.12,2.5,1.75,1.88,"Importance"
"828","Shoe Machine Operators and Tenders",2,3,2.5,2.25,3,2.75,2.62,1,1.88,2.88,1.75,1.75,1.75,2,2.12,2.88,1.75,3,3.25,1.88,1.88,1,3,3,2.62,1.12,1.88,2.12,2.88,2.12,2,1.38,2.62,2.75,1.88,"Importance"
"829","Signal and Track Switch Repairers",3,3.12,3.5,3,3.5,4.12,3.75,3.25,2.62,3.25,2.5,1.88,2.12,2.38,2.5,3.25,2.25,3.38,3.75,1.12,2.38,1.75,4,2.88,4,1.75,2.25,2.75,3,2.25,2.38,1.75,3.12,4.25,2.75,"Importance"
"830","Singers",2.75,3.12,2.38,3.12,3,1,1,1,2.5,3,2.62,1.88,1.88,2.38,1,3,2.25,2,2.12,1.88,2.62,1,1.38,2.75,1.25,1.12,2.62,3.12,3.12,2.12,2,1.62,2.75,1,2.5,"Importance"
"831","Skincare Specialists",3.12,3.5,2.75,3,3,1,1.75,1,2.75,2.88,2.88,1.12,1.38,2,1.5,3,2.5,1.75,2,2,2.62,1,1.88,3.12,1,1.38,3.5,3,3.62,2,2,1.38,2.88,1.38,2.38,"Importance"
"832","Slaughterers and Meat Packers",1.88,2.75,2,2.5,2.38,1,1.38,1,2,2,1.5,1.5,1.62,2,1.75,2.25,2,2,2.38,1.38,1.88,1,2,2,1,1,2,2.5,2.75,1.62,1.75,1,2.38,1.75,1.75,"Importance"
"833","Slot Supervisors",2.38,3.62,2.62,2.88,3.25,2.5,1.5,1,2.25,2.88,1.62,1.25,1.62,2.62,2.75,3.88,2.62,2,3.12,1.12,2.5,1.12,2.25,2.5,2.62,1.38,3,3.38,4,1.62,1.75,1.25,2.75,2.38,2.62,"Importance"
"834","Social and Community Service Managers",3.62,4.25,3.75,4,4,1,1,1,3.5,4,3.5,3.25,3,4,3.12,3.88,3.25,1.75,2,2.88,3.38,1.62,1.88,3.88,1,2.5,3.88,4,4.12,3.75,3.62,1.62,4.12,1,3.75,"Importance"
"835","Social and Human Service Assistants",3,4,3.12,3.5,3.5,1,1,1,2.88,3.12,3,1.88,1.88,2.38,2.25,3.62,2.75,1.88,1.88,1.75,3.25,1.5,1.88,3.62,1,1.75,4,4,4,2.75,2.88,1.5,3.12,1.38,3.75,"Importance"
"836","Social Science Research Assistants",3.25,3.62,3.5,3,3.5,1,1.38,1,2.88,3.25,2.75,2.12,2.38,2.88,3.25,3,2.62,1.38,2.5,2.25,2.75,3,2.88,3.62,1.12,3.25,2.88,3,3.38,2.88,2.88,2,3,2,3.5,"Importance"
"837","Social Work Teachers, Postsecondary",3.88,4,3.75,3.25,4,1,1.12,1,4.62,3.62,4.12,1.75,2,3,2.5,3.88,2.88,1.12,1.62,2.75,3,1.5,1.5,4.25,1,2.62,3.25,3.62,4.5,3.12,3.12,1.5,3.12,1,4,"Importance"
"838","Sociologists",3.62,4.12,3.5,3.25,4,1.12,1.12,1,3.75,3.62,3.62,1.38,1.62,3,2.5,3.5,2.62,1.12,1.25,2.5,2.75,1.12,1.25,4.25,1,3.88,2.75,3.75,4.25,3.12,3.12,1.12,3.12,1,4.12,"Importance"
"839","Sociology Teachers, Postsecondary",3.88,4.12,3.38,3,3.75,1,1,1,4.12,3.38,4,1.62,1.88,3,2.12,3.75,2.62,1,1,2.75,2.88,1,1.38,4.38,1,2.75,3,3.62,4.62,2.75,2.75,1,3.38,1,4.12,"Importance"
"840","Software Developers, Applications",2.88,3.38,3.88,3.12,3.5,1.38,2.12,2.12,2.75,3.62,2.62,2.12,2.12,3,3.38,3.12,2.62,2.25,2.75,3.5,2.75,3.88,2.88,3.25,1.38,2.75,2.75,2.75,3.38,3.75,3.62,3.25,3.25,3.25,3,"Importance"
"841","Software Developers, Systems Software",2.88,3.75,3.25,3,3.62,1,1.12,1.25,2.5,3.12,2.38,1.75,1.88,2,3.12,3,2.5,1.25,1.5,2.75,2.75,2.38,2.12,3.88,1,1.62,2.88,3.12,3.25,2.75,2.5,1.62,3,1.25,3,"Importance"
"842","Software Quality Assurance Engineers and Testers",3.25,3.75,3.38,3,4,1.12,2.12,2.5,2.5,3.12,2.62,1.25,1.38,2.38,2.12,3.5,2.25,2.25,2.62,3.12,2.5,3.5,3.38,4,1.12,3.25,2.25,2.88,3.62,3.25,3.38,2.75,3,2.88,3.62,"Importance"
"843","Soil and Plant Scientists",4,3.88,4,3,4,1.12,1.12,1,3.25,3.88,3.25,2,2,2.88,3.12,3.38,2.5,2.38,2.75,3.25,2.88,2,3,4.12,1.12,4.12,2.75,2.88,4,3.38,3.38,2,3,1.75,3.88,"Importance"
"844","Soil and Water Conservationists",3.25,3.88,3.75,3.25,3.75,1.12,1.25,1.25,3.12,3.5,2.75,2.5,2.25,3,3.38,3.5,3.12,2.5,2.88,3.12,3,1.88,2.88,3.88,1,3.5,3.38,3.38,3.75,3.38,3.25,1.75,3.38,2.12,3.75,"Importance"
"845","Solar Energy Installation Managers",3.25,3.62,3.12,3.75,3.62,2.25,2.25,1.75,3.5,3.38,3,2.75,3,3.75,2.62,3.75,3.38,2.62,3,2.12,3.38,1.75,3,3.5,2.25,1.62,3.25,3.25,3.5,2.75,2.75,2.12,3.75,2.62,3.38,"Importance"
"846","Solar Energy Systems Engineers",3.38,3.62,3.5,3,3.62,2.12,1.88,1,3,3.62,2.88,2,1.75,2.38,3.12,3.12,2.75,2.25,2.62,2.25,2.88,2.12,2.62,3.88,2,3.12,2.88,2.88,3.5,2.88,2.88,2.25,3,2.5,3.62,"Importance"
"847","Solar Photovoltaic Installers",3,3.25,2.88,3,3.25,2.5,2.62,3.38,2.75,3,2.5,1.75,2.25,2.62,2.5,3.12,2.38,2.62,2.62,1.88,2.5,1.25,3,3,2.62,1.75,2.62,2.75,3,2.62,2.5,1.88,3,3,2.38,"Importance"
"848","Solar Sales Representatives and Assessors",3.12,3.88,3.25,3.12,3.5,1,1.25,1.12,2.75,3.12,2.5,2.12,1.88,2.38,2.75,3.12,3.38,1.75,1.75,2,3.5,1.62,2,3.5,1,1.38,3.62,3.5,4,2.75,2.62,1.88,3,1.62,3.25,"Importance"
"849","Solar Thermal Installers and Technicians",3,3.25,3,2.88,3.25,3,2.88,4.75,3,3.12,2.5,1.75,1.88,2.38,2.5,3.25,2.75,2.88,3.25,1.75,2.75,1.62,3.38,3.38,2.88,1.5,3,2.88,3.25,2.75,2.75,2.25,3.12,3.12,2.88,"Importance"
"850","Solderers and Brazers",2,2.75,2.38,2.25,2.62,1.88,1.75,1.12,2,2.5,1.75,1.12,1.38,1.88,1.62,2.88,1.88,2.25,2.75,1.38,1.88,1.12,3,2.38,1.88,1.25,2,2.25,2.5,2,1.62,1.5,2.62,2.12,1.62,"Importance"
"851","Sound Engineering Technicians",3.12,3.62,3.25,3.12,3.5,2.62,2.5,1.5,2.88,3.12,2.62,1.88,2,2.75,2.12,3.38,2.88,3.12,3.25,1.25,2.88,2,2.88,3.5,2.62,1.12,2.88,3,3.62,2.88,2.75,2.38,3.12,2.75,3.25,"Importance"
"852","Spa Managers",3.5,3.75,3.38,4,3.88,1,1.38,1,3.5,3.75,3.38,3.12,3,3.88,2.75,4,3.25,2,2.62,1.62,3.75,1.5,2.5,3.38,1,1.12,3.88,3.88,4,3.38,3.25,1.88,3.75,2,3.12,"Importance"
"853","Special Education Teachers, Kindergarten and Elementary School",3.62,3.88,3.38,3.88,3.88,1,1,1,4.12,3.25,4,1,1.5,2.38,2.38,3.75,3.12,1.12,1.62,1.75,3.62,1.62,1.12,3.88,1,1.5,3.88,4.12,3.88,3,2.75,1.62,3.62,1,3.75,"Importance"
"854","Special Education Teachers, Middle School",3.62,4,3.5,3.75,3.75,1,1,1,4.12,3.5,3.62,1.25,1.38,3.12,2.62,3.75,3.38,1,1.5,1.25,3,1.38,1.25,3.88,1,1.38,3.62,3.75,4,2.88,2.88,1.62,3.75,1,3.5,"Importance"
"855","Special Education Teachers, Secondary School",3.38,3.88,3.5,3.75,3.75,1,1.25,1,4,3.5,4,1.5,2.25,2.75,2.88,3.88,2.88,1.25,1.88,2.25,3.12,1.5,1.88,3.75,1,1.75,3.88,3.75,3.88,2.88,3.12,1.5,3.5,1.12,3.75,"Importance"
"856","Speech-Language Pathologists",3.62,4.12,3.62,3.12,3.88,1,1.12,1,3.5,3.75,3.88,1,1,2.5,2.12,3.75,3,1.25,2.12,3,3,1.75,2.12,3.88,1,2.88,3.38,3.88,3.88,3,2.88,2,3.12,1.75,3.75,"Importance"
"857","Speech-Language Pathology Assistants",3,4.25,3.25,3.38,3.38,1.38,1.25,1,3.38,2.88,3.12,1.75,2.12,2.5,2.25,3.38,2.62,1.12,2.12,1.25,2.75,1.38,1.12,3.62,1.12,1.75,3.5,3.5,3.5,2.62,2.75,1.88,3.12,1.12,3.12,"Importance"
"858","Sports Medicine Physicians",3.88,4.38,3.88,3.62,4.25,1,1.5,1,3.75,4.12,3.62,1.88,2,3.12,2.5,4.12,3,2.5,2.88,2,3.5,1.88,2.62,4.5,1,3.25,3.75,3.88,4,3.38,3.62,1.88,3.75,2,3.75,"Importance"
"859","Statement Clerks",2.75,3.25,2.88,2.62,3.12,1.12,1,1,2,2.75,2,1.12,1,2,2.5,2.88,2.12,1.75,2.12,1,2.12,2,1.25,3.25,1.38,1,3,2.88,3.12,2,2,1.38,2.88,1.38,2.62,"Importance"
"860","Stationary Engineers and Boiler Operators",3,3.25,3,2.75,3.38,3.12,2.5,1.88,2.88,3,2.25,1.5,1.88,2.62,2,3.25,2.75,3.38,4,1.88,2.62,1.25,3.25,3.12,3,2.5,2.25,2.88,3,2.62,2.88,1.88,2.88,3.25,3,"Importance"
"861","Statistical Assistants",3.62,3.38,3.62,2.88,3.75,1,1,1,2.75,3.25,2.88,1.38,1.38,2.62,4.38,3,2.62,1,1.38,1.88,2.75,3,2.25,3.75,1,2.12,2.88,2.88,3.38,2.5,2.5,1.88,3.25,1,3.5,"Importance"
"862","Statisticians",3.75,3.88,3.62,2.88,4,1,1,1,2.88,3.5,3,1.75,1.75,2.62,4.88,3,2.12,1.25,1.75,2.88,2.75,3.38,1.75,4,1,3.5,2.5,2.75,3.5,3.25,3,1.62,2.88,1,3.38,"Importance"
"863","Stock Clerks- Stockroom, Warehouse, or Storage Yard",2.25,3,2.5,3,2.88,1.5,1,1,2.12,2.88,1.5,1.25,2.5,2,2.38,2.62,2.5,2.25,2,1.5,2.62,1.12,2.25,2.75,1,1,2.88,2.62,3,2,1.75,1,3,1.5,2.38,"Importance"
"864","Stock Clerks, Sales Floor",2.75,3.25,2.62,3,2.88,1,1,1,2,2.75,2.12,1.62,1.75,2,2.5,2.88,2.12,1.75,1.62,1.62,2.5,1.38,2,2.62,1,1,3.12,2.88,3.5,2,2,1.38,2.75,1.5,2.25,"Importance"
"865","Stone Cutters and Carvers, Manufacturing",2.5,3,2.75,2.62,3,2,2.38,1.12,2.12,3,2.25,1.62,1.88,2.12,2.25,2.88,2.12,2.5,2.5,2.12,2,1.5,2.38,2.88,1.75,1.38,2.25,2.75,2.88,2.12,2.12,1.75,2.88,2,2.25,"Importance"
"866","Stonemasons",3,3,3.12,3.25,3.62,2.25,2.5,1,2.88,3.12,2.5,1.75,2.12,3,2.62,3,2.88,2.75,2.88,2,2.88,1,2.75,2.88,2.25,1.5,2.88,3.12,3,2.5,2.38,1.75,3.25,2.38,2.88,"Importance"
"867","Storage and Distribution Managers",2.75,3.75,3.5,3.62,3.62,1.12,1.38,1,2.88,3.25,2.75,3.25,2.88,3.5,3,3.62,3.25,2.38,2.75,2.62,3.12,1.38,2.5,3.5,1.12,1.25,2.88,3.38,3.88,3.12,2.75,1.38,3.38,1.88,3.5,"Importance"
"868","Structural Iron and Steel Workers",3,3.12,3,3.62,3.12,2.25,2.12,1.75,2.88,3,2.88,1.75,2,2.88,2.12,3,2.12,3.62,3.62,2,2.38,1,3,2.75,2.25,1.12,2.75,2.88,3,2,2,2,3,2.5,2.25,"Importance"
"869","Structural Metal Fabricators and Fitters",2.25,3,2.38,2.38,3,1.62,2.12,1.12,2,2.38,1.38,1,1.12,2,2,2.75,1.88,2.5,2.5,2,2.12,1,2.12,3,1.62,1.5,2.12,2.88,3,1.38,1.38,1.5,2.5,2.25,2,"Importance"
"870","Substance Abuse and Behavioral Disorder Counselors",3.75,4.12,3.38,3.25,4,1,1,1,3.25,3.75,3.38,1.75,1.75,3,2,3.75,3,1.12,1.75,2,3.5,1.5,1.62,4,1,2,3.88,4.12,4.12,3.12,3.12,1.62,3,1.25,3.75,"Importance"
"871","Subway and Streetcar Operators",3,3.62,3,3,3.25,2.38,2,1,2.38,3.25,2.75,2.12,1.88,2.38,2.5,3.38,2.62,4.12,4,1.75,2.62,1,2.5,3.12,2.12,1.12,3.25,3.12,3.62,1.5,2,1,3.12,2.62,2.75,"Importance"
"872","Supply Chain Managers",3.5,4,3.88,3.88,3.75,1,1,1,3.25,3.75,3,2.88,3.5,3.38,2.88,3.88,3.5,1,1.88,2,3.5,1.5,1.5,4,1,1,3.12,3.62,4,3.62,3.62,1.62,3.62,1,3.62,"Importance"
"873","Surgeons",3.88,4.12,4.12,3.62,4.12,1,1.88,1,3.25,4.12,3.38,2,2.25,3,2.88,3.88,2.62,2.25,2.5,2.62,2.88,1.62,2.38,4,1,3.75,3.62,3.75,4,3,3.12,1.75,3.25,1.75,3.62,"Importance"
"874","Surgical Assistants",3,4,3.25,3.38,3.62,1,1.75,1.25,2.62,3.12,3.12,1.88,2.12,2.38,2.5,3.62,2.75,2.88,3.25,1.5,2.75,1.5,2.75,3.62,1,2.62,3.38,3.12,3.75,2.75,2.62,1.62,2.88,2.12,3.12,"Importance"
"875","Surgical Technologists",3,3.38,3,3.12,3.12,3,2.38,1,3,3,3,2,3,2.88,2.62,3.75,2.62,3,3.25,2,2.62,1.12,2.88,3,2.5,2.25,3,3,3.12,2.5,2.88,1.88,3.12,2.75,2.88,"Importance"
"876","Survey Researchers",3.38,4,3.62,3.25,3.88,1,1,1,3.12,3.5,3,2,2.12,3,3.38,3.25,2.88,1,2,2.5,3.25,2.38,2.12,4,1,2.62,2.88,3.25,4,3.12,3.12,2,3.38,1.25,4,"Importance"
"877","Surveying Technicians",2.88,3.38,3.38,3.12,3.62,2.5,2.25,1,2.75,3.25,2.5,1.62,1.62,2.75,3.38,3.12,2.38,3,3.12,2.38,2.5,1.38,2.62,3.38,2.38,2.25,2.62,2.88,3.38,2.75,2.62,1.62,3.38,2.5,3.12,"Importance"
"878","Surveyors",3.25,3.5,3.38,3.5,3.62,2.25,2.5,1,3.25,3.25,3.25,2.25,2.38,3.38,3.75,3.12,2.62,2.88,3.12,2.62,2.62,2,2.88,3.88,2.25,3,2.75,3.12,3.62,3,2.88,1.62,3.5,2.25,3.62,"Importance"
"879","Sustainability Specialists",3.38,3.75,3.75,3.5,3.62,1,1.25,1.38,3.12,3.62,3,2.12,2.38,3,2.62,3.62,3,1.25,2.25,2.12,3.25,1.88,2.5,4.12,1,1.88,3,3.25,3.75,3.12,3.5,2,3.25,1.75,3.62,"Importance"
"880","Switchboard Operators, Including Answering Service",2.62,3.88,2.62,2.88,2.88,1,1,1,2,2.88,2.12,1.12,1.12,1.75,1.75,2.88,2,1.62,2.12,1.5,2.25,1.5,2.25,3,1,1,3,3.5,4,2.12,1.88,1,2.5,1.62,3,"Importance"
"881","Tailors, Dressmakers, and Custom Sewers",2.5,3.38,2.88,2.75,3.12,1.75,2,1.25,2.38,2.88,2.25,1.62,1.88,2.25,2.12,2.75,2.38,2.25,2.5,2.62,2.38,1,2.25,2.62,1.88,1.38,2.62,3,2.88,1.75,1.62,1.62,3.12,1.88,2.5,"Importance"
"882","Talent Directors",3.38,4,3.5,3.5,3.75,1,1,1,3,3.62,2.88,1.88,1.62,3.25,2.12,3.75,3.5,1,1.75,2.38,3.38,1.62,1.88,4,1,1.62,2.88,3.88,4,2.62,2.38,1.25,3.75,1.62,3.38,"Importance"
"883","Tank Car, Truck, and Ship Loaders",2.75,2.88,2.88,3.25,3.12,2.75,2.88,1,2.62,3,2.62,2,2.25,2.88,2.5,3.38,2.5,3.75,3.75,1.12,2.38,1.38,3.12,3.12,2.62,1.5,2.38,2.75,3.12,2.5,2.25,1.62,3.12,2.88,3.12,"Importance"
"884","Tapers",2.25,2.88,2.12,2.5,2.62,1.62,1.62,1.62,2.12,2.38,2.12,1,1.62,2.12,1.62,2.88,2,2.12,2.25,1.75,2,1,2.12,2.25,1.5,1.12,2.12,2.62,2.88,2,2,1.12,2.75,2,2,"Importance"
"885","Tax Examiners and Collectors, and Revenue Agents",3.25,4,3,3,3.88,1,1,1,2.88,3,2.88,1.88,1.75,2.38,3.12,3,2.88,1.12,1.62,1.88,3,1.62,1.75,4,1,1,3,3.12,3.88,2.38,2.38,1.5,3,1,3.38,"Importance"
"886","Tax Preparers",3,3.88,3.12,2.75,3.5,1,1,1,2.75,3.12,2.62,1.88,1.75,2.25,3.12,3,2.62,1,1.25,2.12,2.75,1.5,2,3.88,1,1,3,3,3.25,2.5,2.25,1.25,2.88,1,3.12,"Importance"
"887","Taxi Drivers and Chauffeurs",2.75,3.5,2.5,2.62,2.88,1.5,1,1,2.38,2.75,2.38,2,1.88,2.12,2.62,2.88,2.5,3.12,2.88,1,2.5,1,2,2.62,1.62,1,3.25,3,3.12,2.12,2.25,1.38,3,2,2.75,"Importance"
"888","Teacher Assistants",3,3.62,2.88,3.12,3.25,1.25,1.38,1,3.25,3,3.12,1.25,1.38,2.5,2,3.12,2.62,1.38,1.88,1.75,2.88,1.5,2.12,3.12,1,1.62,3.25,3.38,3.62,2.25,2,1.75,2.88,1.75,3,"Importance"
"889","Team Assemblers",2.38,3,2.75,3.12,3,2.12,1.75,1,2.5,2.75,2.25,1.5,1.75,2.88,2,3.12,1.88,2.62,2.88,1.38,2.38,1.5,3.12,2.88,1.88,1,2,2.75,3,2,2,1.25,3,2,2.5,"Importance"
"890","Technical Directors/Managers",3.38,3.88,3.5,4,3.75,2.12,2.12,1,3.25,3.5,3.25,1.88,2.62,3.5,2.12,4,3,2.88,3,2,3.5,1.88,3,3.88,1.88,1.12,3.12,3.5,4,3.38,3.25,1.75,3.62,2.12,3.5,"Importance"
"891","Technical Writers",3.25,3.75,2.75,3,3.62,1,1,1,2.5,3.12,2.5,1.38,1.62,2.12,1.62,3,2.62,1,1.5,2.5,2.88,1.38,2.25,4.12,1,1.25,2.12,2.75,3.75,2.38,1.88,1.38,3.12,1.12,4.88,"Importance"
"892","Telecommunications Engineering Specialists",3.5,3.88,3.38,3.25,3.75,2.88,2.12,1.88,2.88,3.25,2.88,2.5,2.62,2.88,2.62,3.38,2.88,2,2.88,2.12,3,2.62,2.88,3.62,2.5,1.75,3,3.25,3.5,3.12,3.12,2.62,3.12,2.75,3.38,"Importance"
"893","Telecommunications Equipment Installers and Repairers, Except Line Installers",3.38,3.5,3.5,2.88,3.5,3.5,3.12,2.75,2.75,3.25,2.88,1.75,2.12,2.75,2.38,3.25,2.5,3.38,3.75,2,2.88,2.38,3.62,3.25,3.5,2.25,3.12,3,3.38,3.12,2.88,2,3,3.62,3,"Importance"
"894","Telecommunications Line Installers and Repairers",2.75,3,3.12,3,3.12,3,2.25,2.38,2.12,3,2.25,1.75,1.75,2,2,3,2.12,3,3.12,1.88,2.25,1.62,2.88,2.88,2.88,1.75,2.75,2.88,3.12,2.38,2.25,1.88,2.88,3,2.62,"Importance"
"895","Telemarketers",1.88,4,2.25,2.5,2.88,1,1,1,1.62,2.25,1.38,1,1,1.38,1.5,2.5,2.75,1,1,1.75,4.12,1.12,1.12,3.12,1,1.12,3.5,3.5,4.25,1.25,1.38,1.12,2.12,1,2.38,"Importance"
"896","Telephone Operators",2.38,4,2.75,2.62,3,1,1,1,2.12,2.38,2.12,1.5,1.5,2,1.88,2.62,2.25,1.12,1.75,1.5,2.38,1.62,1.12,3,1,1,3.75,3.25,4,2,1.88,1.5,2.5,1,2.38,"Importance"
"897","Tellers",2.62,3.5,2.88,2.75,3.25,1,1,1,2.75,3,2.38,1.12,1.12,2.25,3.25,3.12,2.38,1.75,2,1.25,2.5,1.25,1.5,3.25,1,1.12,3.25,3.12,3.38,2.12,2.12,1,2.75,1,3,"Importance"
"898","Terrazzo Workers and Finishers",2.38,2.5,2.62,3,2.62,2.12,2.5,1.25,2.12,2.88,2.12,1.62,1.88,2.12,2.38,2.75,1.88,2.75,2.75,1.88,2,1,3,2.12,2,1.62,2.38,2.62,2.88,2,1.88,1.38,2.75,2.12,1.88,"Importance"
"899","Textile Bleaching and Dyeing Machine Operators and Tenders",2.25,3.12,2.38,3,3,2.62,2.62,1.75,2,2.88,2,1.62,1.5,2.38,2.5,3,2.12,3.25,3.62,1.88,2.12,1,3.12,2.75,2.62,1.75,2.25,2.88,3,2.25,2.25,1.62,2.88,2.75,2.5,"Importance"
"900","Textile Cutting Machine Setters, Operators, and Tenders",2.62,3,3,2.88,2.88,3.25,2.75,1.88,2.5,2.75,2.38,1.75,1.88,2.5,2.12,3.25,2.38,3.25,3.62,2,2.25,1.5,3.38,2.75,3.12,1.12,2.25,2.75,3,2.5,2.38,1.75,2.88,3.38,2.62,"Importance"
"901","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.88,2.88,2.5,2.38,2.88,2.38,2.12,1.25,2.12,2.62,1.88,1.5,1.5,2,1.62,3.25,1.75,3,3.38,2,1.88,1,2.75,2.5,2.12,1.25,2.12,2.38,2.88,1.75,1.75,1.12,2.5,2.38,2.12,"Importance"
"902","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.5,3,2.75,2.88,3,2.75,2.38,1.75,2.62,2.88,2.62,1.88,2.12,2.75,2.38,3.25,2.38,3.5,3.88,1.75,2.38,1,3.38,2.62,2.75,1.12,2.38,2.75,3,2.38,2.25,1.62,2.88,2.88,2.62,"Importance"
"903","Tile and Marble Setters",2.75,3.12,2.75,3.12,3.25,2.25,2.38,1.12,2.75,2.88,2.25,1.62,2,2.5,3,2.88,2.75,2.62,2.88,2,2.75,1,2.75,2.75,2.12,1.25,2.75,2.75,3.12,2,2,1.75,3,2.38,2.38,"Importance"
"904","Timing Device Assemblers and Adjusters",2.12,2.88,2.75,2.25,2.88,2.75,2.62,1.62,2.12,2.75,2.12,1.5,1.5,2,2,2.88,1.62,2.75,3,1.62,2,1.38,3.25,2.75,3.38,2,2.62,2.75,2.75,2.12,2,1.62,2.75,3.25,2.5,"Importance"
"905","Tire Builders",2.12,3.12,2.38,2.38,3,1.38,1.38,1.12,2,2.75,2.12,1.5,1.5,1.88,1.88,3,1.88,3.38,3.12,1.5,1.88,1.38,2.5,2.5,1.12,1.25,2,2.5,2.88,1.62,1.62,1.5,3,2.25,2.12,"Importance"
"906","Tire Repairers and Changers",2.25,3,2.75,2.75,3,2.38,2.12,2,2.25,2.62,2.12,1.75,2.12,2.38,2,2.88,2.25,2.75,2.88,1,2.25,1,2.88,2.5,2.88,1,3,2.75,3,2,2,1.38,3,2.88,2.25,"Importance"
"907","Title Examiners, Abstractors, and Searchers",2.62,3.62,3,3,3.62,1,1,1,2.12,2.62,2.25,1.62,1.75,2.62,2.25,3,2.38,1,1.5,2.25,2.62,1.25,1.12,3.62,1,1.25,2.75,3.12,3.75,2.12,1.75,1,3.5,1,3.38,"Importance"
"908","Tool and Die Makers",2.88,3,2.88,2.88,3.12,2.88,3,1.62,2.12,3,2.12,1.38,1.5,1.88,2.62,2.88,1.75,3.38,3.12,2.88,2,1.62,3.12,2.88,2.5,1.88,1.75,2.62,2.88,2.75,2.38,2.62,2.88,2.62,2.38,"Importance"
"909","Tool Grinders, Filers, and Sharpeners",3.12,3,3.12,2.62,3.25,3.5,3.25,1.12,2.75,3,2.88,2,2.5,2.5,3.12,3.38,2.38,3.5,3.88,2.12,2.38,1.62,3.5,3,3.5,1.12,2.38,2.75,2.88,2.38,2.38,1.75,3,3.38,2.62,"Importance"
"910","Tour Guides and Escorts",2.38,3.38,2.38,3,2.88,1,1.12,1,2.5,2.88,2.38,1,1.5,2,1.88,2.75,1.88,1.38,1.5,1.62,2.62,1.38,1.25,3,1,1,3.12,3.38,4,2,2,1.5,2.62,1,2.38,"Importance"
"911","Traffic Technicians",3,3.62,3.12,3.12,3.38,1.5,1.75,1.38,2.62,3.12,2.5,1.62,1.88,2.62,2.88,3,2.75,2.62,2.75,3.12,2.75,1.75,2.5,3.12,1.38,2.88,3,3,3.38,3.12,2.88,1.75,3.12,2.12,3,"Importance"
"912","Training and Development Managers",3.75,4,3.62,4,3.88,1,1,1,4.12,3.62,4.38,3.62,2.75,3.75,2.62,3.75,3,1.12,2,2.62,3.5,1.62,2.62,3.75,1,1.62,3.5,3.75,4.38,3.38,3.25,1.62,3.62,1.75,3.5,"Importance"
"913","Training and Development Specialists",3.62,4.12,3.25,3.75,3.88,1,1.12,1,4.25,3.75,4.25,2.25,2.25,3,2.62,4,3,1,1.75,3.38,3.12,1.38,1.75,4,1,1.88,3.5,4,4.12,3.12,3.12,1.75,3.5,1,3.88,"Importance"
"914","Transit and Railroad Police",3.38,3.62,3.5,3.25,3.5,1.12,1.12,1,3,3.38,2.75,1.75,1.62,3,2.25,3.38,3.12,2.62,2.5,2,3.25,1.75,2.12,3.12,1,1.38,3.12,3.38,3.75,2.75,2.38,1.38,2.88,1.88,3.25,"Importance"
"915","Transportation Attendants, Except Flight Attendants",2.62,3.75,2.62,3,2.88,1,1,1,2.5,2.62,1.62,1.38,1.38,2.12,2.12,3.25,2.88,2.38,2.5,1.38,3,1.38,2.25,3,1,1,3.88,3.75,3.75,1.88,2,1.38,2.5,2,2.5,"Importance"
"916","Transportation Engineers",3.38,3.5,4,3.5,3.88,1.12,1.5,1,2.88,3.75,2.62,3,2.88,3,3.5,3.12,3.12,1.62,2.12,3,3.12,2.12,2.88,3.75,1.12,2.38,2.88,3,3.88,3.62,3.25,2.62,3.62,2.12,3.75,"Importance"
