"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"810","Security Management Specialists",3.38,3.88,3.62,3.62,3.88,2,2.38,2.88,3.38,3.88,2.75,2.62,2.88,3.12,3,3.88,3.12,2.38,2.88,3.62,3.5,2.12,2.75,4.12,1.88,0.88,3.5,3.5,3.75,3.38,3.62,3,3.38,2.62,3.75,"Level"
"811","Security Managers",3.38,3.75,3.75,3.88,4,0.25,1,0.12,3.38,3.62,3.25,3.38,3.12,3.38,2.62,3.75,3.12,2.25,2.12,2.25,3.62,1.12,3.12,4.12,0,0.88,3.38,3.75,4,3.25,3.5,1.38,3.62,1.75,3.88,"Level"
"812","Segmental Pavers",2.5,3,2.75,3.75,3,2.12,2,0.5,2.62,2.62,2.38,0.88,1,2.75,2,2.88,2.62,2.88,2.62,1.75,2.75,0,2.62,2.75,2,0.12,2.75,2.75,2.75,2.12,2.12,1,2.88,2.5,2.62,"Level"
"813","Self-Enrichment Education Teachers",3.12,3.12,2.75,2.88,3.25,0,0.12,0,3.25,3,3.5,0.5,0.62,2.5,1.25,3.38,2.38,1,1.62,2.25,2.75,0.62,1.38,3.62,0,0.88,2.88,3,3.5,2.12,2.12,0.75,2.62,0.75,3.38,"Level"
"814","Semiconductor Processors",2.25,2.88,2.75,2.62,2.88,2.88,2.12,0.5,2.25,2.88,2,0.5,0.88,1.75,1.75,3,1.88,2.88,3.5,1.62,2.12,0.75,3.38,3.38,2.62,1.25,2,2.75,2.88,1.88,1.38,1,2.75,2.75,2.62,"Level"
"815","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.88,3,2.88,2.88,3,2.62,1.88,1.75,2.62,2.75,2.88,1.38,1.75,2.38,2.62,3.12,2,3.12,3.75,1,2.12,0.75,2.75,2.88,2.62,2,2.12,2.62,2.88,2.5,2.12,0.88,2.88,2.62,2.88,"Level"
"816","Septic Tank Servicers and Sewer Pipe Cleaners",2.75,2.88,3,3.25,3.25,2.88,2.38,1.38,2.75,2.75,2.75,1.62,2.25,2.5,2.62,3,2.25,3.25,3.12,0.5,2.5,0,2.88,3,3.12,0.38,2.38,2.5,2.25,2.5,2.25,1.25,2.62,3,2.88,"Level"
"817","Service Unit Operators, Oil, Gas, and Mining",3,3,3,3,3.25,3.25,2.5,2.12,2.5,2.62,2.38,1.12,1.75,2.5,2.38,3.38,2.38,3.5,3.62,0.88,2.62,0.88,3.12,3,3.12,0.38,2.5,2.75,3,2.38,2.5,0.5,2.88,3.12,3,"Level"
"818","Set and Exhibit Designers",3.25,3.62,3.5,3.88,3.75,1.25,1.88,0.5,3,3.25,2.88,3.12,3,3.5,3.5,3.62,3,1.75,2.25,3.88,3.38,0.88,2.88,4,1.25,0.75,3.25,3.25,3.5,3,3,1.75,3.62,2,3.25,"Level"
"819","Sewers, Hand",2.12,2.38,2.38,1.88,2.38,0,0.25,0,2.62,2.38,2.25,1.5,2,2.25,2.12,2.62,2,2.25,2.12,1.62,1.88,0,2,2.25,0,0,2.12,2,1.88,1.88,1.75,1,2.5,1.62,2.25,"Level"
"820","Sewing Machine Operators",2.25,2.25,2.5,2.12,2.38,1,0.5,0.12,1.88,2.38,2,1,1.25,1.88,2,2.5,2,2.25,2.38,1,1.88,0,2.62,2.38,0.75,0.25,2,2.25,2,1.75,1.25,0.12,2.38,2,2,"Level"
"821","Shampooers",2,2.62,1.88,2.62,2.12,0,0.38,0,2,2.12,1.75,0.5,0.38,1.62,1.12,2.38,1.62,0.38,1.62,0.25,1.62,0,0.62,2.25,0,0,2.75,2.62,2.5,0.75,0.75,0.38,2.25,0.62,2,"Level"
"822","Sheet Metal Workers",2.38,2.62,2.75,3.25,3,2.62,2.25,2.12,3,2.88,2.38,0.75,1.38,2.88,3.25,3,1.62,2.75,2.62,1.88,1.75,0.25,3.25,2.62,2.62,0.75,1.88,2,2.88,2,2,2,2.88,2.62,2.12,"Level"
"823","Sheriffs and Deputy Sheriffs",3.25,4,3.62,3.62,3.88,0,0.12,0,3.25,3.88,3,0.5,1.75,3.25,1.5,3.25,4,2.25,2.5,1.88,3.75,0.25,1.5,3.88,0,0.75,3.62,4,3.88,2.88,3,0.25,3.5,0.75,3.25,"Level"
"824","Ship and Boat Captains",3.38,3.88,3.12,3.88,3.88,2.5,2.25,0,3.5,4,3.38,2.62,3,3.75,2.75,3.88,3,4,3.75,2,3,0.88,2.75,3.88,2.5,1.62,3,3.25,3.75,2.88,3,0.88,3.62,2.88,3.12,"Level"
"825","Ship Engineers",3.12,3.25,3.25,3.25,3.5,3.5,2.88,0.62,2.75,3.5,2.38,1,1.25,3.25,1.88,3.38,2,3.25,3.62,1.62,2,0.5,3.38,3.25,3.5,2.62,2.5,2.88,3.12,2.88,2.75,0.88,3.38,3.5,2.88,"Level"
"826","Shipping, Receiving, and Traffic Clerks",2.12,2.75,2.38,2.75,3,0,0.38,0,2.25,2.5,2.25,1.12,1.38,2,2.38,2.75,2,2,2,0.5,2,0.62,1.88,2.88,0,0,2.25,2.25,2.62,2.12,1.25,0.62,2.25,1.12,2.62,"Level"
"827","Shoe and Leather Workers and Repairers",1.75,2.25,2,2.12,2.62,0,1.5,0,1.62,2.38,0.12,0.5,0.75,1.75,1,2.5,1.38,2.25,2.25,1.12,2.12,0,2.38,2.25,0.12,0.12,2.38,2.25,2.12,1.38,0.12,0.12,2.12,1.62,1.5,"Level"
"828","Shoe Machine Operators and Tenders",1.75,2.75,2.5,1.88,2.38,2.62,2.5,0,1.38,2.38,1.12,1,0.88,1.75,1.62,2.88,1.25,3,2.88,1.25,1.62,0,3,2.75,2.25,0.12,1.38,1.88,2.62,1.62,1.75,0.5,2.62,2.5,1.75,"Level"
"829","Signal and Track Switch Repairers",2.88,2.62,2.88,3,3.12,3.88,2.88,3.25,2.75,3.12,2.62,1.12,1.38,2.38,2.5,2.88,1.75,3.12,3.62,0.38,2.12,0.75,3.75,2.88,4,1.12,2.12,2.25,2.38,2.12,2.12,1.12,2.88,4,2.88,"Level"
"830","Singers",2.88,3,2.38,2.88,2.88,0,0,0,2.62,2.62,2.38,1.25,1.5,2.12,0,2.75,2,1.62,1.75,1.5,2.62,0,0.75,2.75,0.38,0.25,2.25,3.25,2.88,1.88,2,0.88,2.25,0,2.62,"Level"
"831","Skincare Specialists",2.88,3.12,2.88,2.88,3,0,1,0,2.75,3.12,2.75,0.12,0.5,2,0.62,3,2.38,0.88,1.62,1.75,2.5,0,1.12,3.12,0,0.62,3.38,2.88,3,1.88,1.88,0.38,2.75,0.5,2.75,"Level"
"832","Slaughterers and Meat Packers",1.5,2.5,2,2.38,2,0,0.38,0,1.62,1.88,1,0.5,0.75,1.5,1,1.88,1.5,1.75,2,0.62,1.38,0,1.62,1.5,0,0,1.5,1.88,2.38,0.75,0.88,0,1.62,1,1.38,"Level"
"833","Slot Supervisors",2.12,3.12,2.5,2.75,3.75,1.88,1,0,2.25,2.75,1.12,0.38,1.25,2.62,2.25,3.25,2.75,1.62,2.88,0.12,2.62,0.12,2.12,2.5,2.12,0.5,2.88,2.75,2.88,1,1.12,0.38,3,2,2.5,"Level"
"834","Social and Community Service Managers",4.12,4.5,4,4.38,4.25,0,0,0,4,4.25,4.12,4.12,3.25,4.5,3.5,4.5,3.75,1.62,1.88,3.62,3.88,1.25,1.75,4.38,0,2.88,4.12,4.75,4.38,4,4.25,0.88,4.38,0,4.38,"Level"
"835","Social and Human Service Assistants",3.12,4,3,3.38,3.75,0,0,0,3.12,3.38,3.25,1.38,1.5,2.38,2.12,3.75,3,1.62,1.62,1.38,3.12,0.62,1.88,3.88,0,1.5,4,4.38,4,2.75,2.88,0.5,3.25,0.38,3.75,"Level"
"836","Social Science Research Assistants",3.5,3.62,3.25,3,3.75,0,0.88,0,2.88,2.88,3.12,1.88,1.88,2.88,3.75,3.25,2.5,0.62,2.25,2.38,2.62,3.38,3,4.5,0.25,3.12,2.75,3.25,3.62,2.5,2.62,1.38,3.12,1.5,3.62,"Level"
"837","Social Work Teachers, Postsecondary",4.5,4.25,3.75,3.62,4.25,0,0.25,0,4.75,4,4.5,1.12,1.75,3.12,2.75,4,3,0.25,0.62,2.88,3.25,0.62,0.62,4.75,0,2.38,3.38,4,4.88,3,3.38,0.5,3.5,0,4.88,"Level"
"838","Sociologists",4.12,4.5,3.75,3.25,4.38,0.25,0.38,0,3.88,4,3.75,0.88,1.62,3,3.5,3.75,2.88,0.25,0.5,2.88,3,0.12,0.75,5.12,0,4.25,3.12,4,4.5,3.5,3.25,0.25,3.38,0,4.75,"Level"
"839","Sociology Teachers, Postsecondary",4.38,4.25,3.75,3,4.12,0,0,0,4.38,3.88,4.5,0.75,1.12,3.12,3,4.12,3,0,0,2.88,3,0,0.5,4.88,0,3.62,2.88,3.62,4.75,3,3,0,3.75,0,4.88,"Level"
"840","Software Developers, Applications",3.88,4.12,4.38,3.62,4.12,0.75,2.12,2,3.62,4.25,3.25,2.38,2.38,3.38,4.25,3.88,3,2.5,3.12,3.75,3.38,4.62,3.88,4.25,0.75,3.25,3.12,3,4,4.25,4.5,3.62,3.5,5.25,3.88,"Level"
"841","Software Developers, Systems Software",3,3.88,3.38,2.88,3.75,0,0.12,0.38,2.62,3.12,2.75,0.75,0.88,1.88,3.12,3,2.25,0.38,0.62,2.5,2.75,1.75,1.62,4,0,0.88,2.75,2.88,3.5,2.62,2.38,0.75,3,0.38,3.12,"Level"
"842","Software Quality Assurance Engineers and Testers",3.25,3.5,3.38,3.12,3.75,0.25,2,2.38,2.75,3.5,2.75,0.38,0.5,2.38,1.88,3.88,2.12,1.62,2.38,3.88,2.62,3.62,4,4,0.38,3.5,2.62,3,3.38,3.38,4.12,2.88,3.25,3.5,3.75,"Level"
"843","Soil and Plant Scientists",4.25,4,4.25,3,4.25,0.12,0.12,0,3.25,4,3.75,1.88,1.88,2.75,4,4,2.62,2.38,3,3.62,3.12,1.75,3.38,4.75,0.12,4.62,2.62,3,4.5,3.75,3.75,1.5,3.12,0.75,4.12,"Level"
"844","Soil and Water Conservationists",3.75,4,3.75,3.75,4,0.25,0.62,0.38,3.25,3.62,3.25,2.38,2.12,3,3.75,3.75,3,2.5,3,3.38,3.75,1.5,3,4.12,0,3.88,3.25,3.75,3.88,3.5,3.38,1.25,3.25,2,4,"Level"
"845","Solar Energy Installation Managers",3.25,3.75,3.5,3.88,3.75,2.25,2.12,1.75,3.5,3.38,3,2.75,3,3.88,3.25,3.62,3.62,2.62,3.12,1.75,3.5,1,3.12,3.75,2.5,0.88,3.12,3.5,3.62,3.25,3.12,1.88,3.88,2.75,3.38,"Level"
"846","Solar Energy Systems Engineers",3.62,3.62,3.5,3,3.88,1.88,1.5,0,3,3.38,3,1.88,1.62,2.38,3.88,3.62,2.88,2.25,3,2,3,1.62,3.12,4,1.88,3.75,3,3.12,3.75,3.38,3.12,2,3,2.25,3.75,"Level"
"847","Solar Photovoltaic Installers",3,2.75,3.12,3.38,3.5,2.88,2.62,3.25,3,2.75,2.38,1.38,1.75,2.12,3.12,3.12,1.88,2.88,2.88,1.62,2.38,0.62,3.12,2.75,2.88,1.5,2.38,2.38,2.88,2.75,2.62,1.62,2.5,3.38,2.62,"Level"
"848","Solar Sales Representatives and Assessors",3.38,3.75,3.12,3.38,3.75,0,0.62,0.12,3.12,3.12,2.5,2,1.5,2,3.25,3.38,3.5,1.5,1.25,1.88,3.75,0.75,2,3.88,0,0.88,3.62,3.38,3.88,2.88,3,1.5,2.75,1.12,3.38,"Level"
"849","Solar Thermal Installers and Technicians",3.12,3.25,3,2.88,3.5,3.25,3,4.12,3.25,2.88,2.88,1.12,1.38,2.38,2.75,3.25,2.88,2.88,3.38,1.12,2.88,0.75,3.62,3.25,3.12,1.12,3,2.88,3.12,2.75,3.12,1.88,3,3.25,3.12,"Level"
"850","Solderers and Brazers",1.88,2.25,2.25,1.88,2.38,1.62,1.5,0.12,1.5,2.12,1.38,0.12,0.38,1.25,0.62,2.5,1.38,2.12,2.5,0.38,1.38,0.12,2.75,2,1.38,0.25,1.75,2,2,1.38,0.62,0.5,2.12,2.12,1.12,"Level"
"851","Sound Engineering Technicians",3.25,3.12,3.12,3.25,3.5,2.62,2.62,0.75,3,3,2.75,1.5,1.5,2.62,2,3.5,3,3.12,3.12,0.5,3,1.38,3,3.75,2.5,0.25,3,3,3.38,3.12,3.12,2,3,2.88,3.25,"Level"
"852","Spa Managers",3.88,3.5,3.12,4,4,0,0.5,0,3.25,3.25,3.62,3.75,3.5,3.88,2.88,4.12,3.38,1.62,2,0.88,3.75,0.75,2.12,3.75,0,0.12,3.62,4,4,2.88,3.12,1.38,4,1.62,3.62,"Level"
"853","Special Education Teachers, Kindergarten and Elementary School",3.75,3.88,3.25,3.38,3.62,0,0,0,3.75,3.5,4,0,0.75,2.62,2.38,3.62,3.38,0.12,0.88,1,3.25,0.88,0.38,3.88,0,1,3.62,4.25,3.88,3,2.88,1,3.5,0,3.88,"Level"
"854","Special Education Teachers, Middle School",3.5,3.75,2.88,3.62,3.75,0,0,0,3.62,3.38,3.88,0.38,0.88,2.88,2.5,3.62,3.25,0,1,0.38,3.38,0.5,0.5,3.88,0,0.62,3.25,3.75,3.75,2.88,3.12,1,3.75,0,3.62,"Level"
"855","Special Education Teachers, Secondary School",3.75,3.75,3.25,3.38,3.88,0,0.5,0,3.62,3.5,4.88,0.62,1.88,2.38,2.88,4,2.75,0.38,1.25,2.5,3,0.62,1.38,4.12,0,1.38,3.62,4,3.88,2.38,2.75,1,3.12,0.12,3.75,"Level"
"856","Speech-Language Pathologists",4,4.25,3.75,3.62,4,0,0.12,0,3.88,3.75,4,0,0,2.88,2.62,4.12,2.88,0.38,2.38,3,3.5,0.88,2.62,4.5,0,3,3.62,4.12,4.12,3.38,3.62,1.88,3.5,1.25,4.25,"Level"
"857","Speech-Language Pathology Assistants",2.75,4,3.12,3.12,3.5,0.5,0.5,0,3.12,3.12,3.12,1.12,1.5,2.5,2.38,3.5,2.62,0.5,1.75,0.62,2.75,0.38,0.25,3.75,0.25,1.38,3.38,3.75,3.75,2.88,3.12,1.38,3,0.25,3.38,"Level"
"858","Sports Medicine Physicians",4.38,4.12,4,3.88,4.5,0,1.12,0,3.88,4.38,3.88,1.75,1.62,3.38,2.88,3.88,3.38,2.5,3.12,1.62,3.88,1.25,2.62,4.62,0,3.5,4,4.25,4.25,3.62,3.75,1.62,3.62,1.5,3.88,"Level"
"859","Statement Clerks",2.38,3.12,2.25,2.25,3.12,0.25,0,0,2,2.25,2,0.12,0,1.62,2.25,2.38,2,0.75,1.25,0,2,1.12,0.38,3.12,0.5,0,2.5,2.25,3,1.88,1.75,0.38,3,0.5,2.88,"Level"
"860","Stationary Engineers and Boiler Operators",2.62,3,3,2.75,3.12,3,2.25,1.25,2.75,3,2.12,0.5,1.25,2.62,1.5,3.12,2.12,3.25,3.5,1.75,2.12,0.25,3.12,3,3.5,2.12,2.12,2.12,3,3,3,1.12,3,3.38,2.75,"Level"
"861","Statistical Assistants",3.75,3.62,3.38,2.75,3.88,0,0,0,2.88,3,3,0.5,0.38,2,4.88,3,2.62,0,0.75,1.38,2.62,3.5,1.75,4,0,2.5,2.75,2.88,3.75,2.5,2.62,1,3,0,3.75,"Level"
"862","Statisticians",4.38,3.75,3.88,2.88,4.5,0,0,0,3.38,3.88,3.5,1.38,1.12,2.62,5.62,3.25,1.75,0.25,1.5,3.62,2.62,4,1.12,4.75,0,4,2.25,2.62,4,3.38,3.12,0.62,2.88,0,4.25,"Level"
"863","Stock Clerks- Stockroom, Warehouse, or Storage Yard",2.12,2.88,2.38,2.88,2.88,0.62,0,0,1.5,2.5,0.62,0.25,2,1.38,1.88,2.5,2.5,1.88,1.38,0.62,2.75,0.12,1.25,2.5,0,0,2.88,2.38,2.75,1.88,1,0,2.75,0.62,2.12,"Level"
"864","Stock Clerks, Sales Floor",2.5,3,2.12,2.62,3,0,0,0,2.12,2.25,1.62,0.62,0.88,1.62,2,2.25,1.88,0.88,0.62,0.75,2.25,0.38,1.12,2.5,0,0,2.5,2.38,3,1.38,1.12,0.38,2.25,0.5,2.12,"Level"
"865","Stone Cutters and Carvers, Manufacturing",2,2.75,2.38,2.38,2.88,1.38,1.75,0.12,2.25,2.25,2.25,0.62,1,1.88,1.62,2.62,1.62,2.38,2.38,2.12,1.5,0.5,2.38,2.88,1.12,0.38,1.62,2.5,2.38,1.62,1.62,0.75,2.12,1.5,2.25,"Level"
"866","Stonemasons",2.62,3,2.88,3.5,3,1.88,2,0,2.62,2.5,2.38,1.38,1.88,2.25,2.62,2.75,2.62,2.62,2.38,1.62,2.62,0,2.75,2.5,2,0.75,2.62,2.25,2.62,2.25,2.38,1.12,2.75,2,2.62,"Level"
"867","Storage and Distribution Managers",3.12,3.5,3.12,3.75,3.62,0.25,0.62,0,3,3.12,3.12,3.5,3,3.5,2.88,3.75,3.25,2.38,2.25,3.12,3.25,0.5,2.12,3.88,0.25,0.5,3,3.5,3.62,2.88,3,0.62,3.5,1.25,3.38,"Level"
"868","Structural Iron and Steel Workers",3,3,2.88,3.38,3.12,1.5,2.25,1.12,2.88,2.75,3,1,1.62,2.38,2.12,3,2,3,3,2,2.12,0,3,3,1.62,0.25,2.25,2.75,2.38,2.12,2,1.25,2.88,1.88,2.38,"Level"
"869","Structural Metal Fabricators and Fitters",1.62,3,2.25,2.62,2.25,0.88,1.5,0.25,1.88,2.38,0.75,0,0.12,2,1.88,2.5,1.75,2.38,2.38,1.25,2.12,0,2.5,2.38,0.88,0.62,1.75,2.25,2.5,0.5,0.5,0.5,2.38,2,2,"Level"
"870","Substance Abuse and Behavioral Disorder Counselors",3.75,4.38,3.25,3.62,4,0,0,0,3.25,3.88,3.62,1,1.38,3.12,2.25,3.88,3.12,0.12,1.25,1.38,3.88,0.5,0.88,4.12,0,1.38,4,4.88,4.12,3.12,3.25,0.62,3.25,0.25,4,"Level"
"871","Subway and Streetcar Operators",3,3,2.62,2.38,3.38,2.25,1.62,0,2.5,2.62,2.5,1.5,1,2.25,2,3,2.25,4,3.88,1.25,2.25,0,2.38,2.75,2.12,0.25,2.75,2.62,2.5,1,2,0,3,2.38,2.5,"Level"
"872","Supply Chain Managers",3.75,3.75,4,4,4.25,0,0,0,3.38,3.88,3.25,3,3.62,3.62,2.88,4.38,3.75,0,1.62,1.88,3.62,0.75,1,3.88,0,0,3,3.75,3.62,3.5,3.88,0.75,3.62,0,3.75,"Level"
"873","Surgeons",5,4.88,4.75,4.12,4.88,0,1.5,0,4.75,4.88,4,1.88,2.25,3.62,3.25,4.62,2.75,2.5,2.75,3.12,3.62,1.12,2.62,5.88,0,4.38,3.88,4.62,4.25,3.38,3.5,1.5,3.88,1.5,4.5,"Level"
"874","Surgical Assistants",3.12,3.88,3.12,3.25,3.5,0,1.12,0.38,2.88,3.12,3.12,1.25,1.75,2.12,2.62,3.5,2.62,2.75,3.38,0.88,2.62,0.88,2.62,4,0,2.62,3.25,3.38,3.88,2.75,2.75,1.12,2.75,1.75,3.38,"Level"
"875","Surgical Technologists",3,3.88,3,3.5,3.12,2.88,2.38,0,3,3,3.12,1.88,2.38,2.5,2.75,3.5,2.25,2.75,3,1.88,2.5,0.12,3,3.75,2.25,2.12,3.12,3,3,2.75,2.62,1.12,3,2.25,3,"Level"
"876","Survey Researchers",3.75,4,3.88,3.38,4.12,0,0,0,3.38,3.62,3.62,2.12,2.12,3.25,4.12,3.62,2.88,0,1.62,2.62,3.25,2.38,1.38,4.12,0,2.62,3,3.5,4,3,3.12,1.12,3.62,0.38,4.38,"Level"
"877","Surveying Technicians",2.88,3,3.12,3,3.25,2.5,2,0,2.88,2.88,2.88,0.88,1,3,3.25,3.12,2.62,3,2.88,2.25,2.38,0.5,2.62,3.5,2.12,2.5,2.75,2.62,3,2.62,2.62,0.88,3.38,2.25,3.12,"Level"
"878","Surveyors",3.38,3.5,3.38,3.62,3.88,2.25,2.62,0,3.62,3.38,3.5,1.75,2.12,3.75,3.88,3.62,2.5,2.88,3.38,2.5,2.88,1.75,3.25,4,2.25,3.38,2.62,2.75,3.5,2.88,3.12,1.12,3.62,2.25,3.62,"Level"
"879","Sustainability Specialists",3.25,3.75,3.62,3.5,3.88,0,0.5,0.88,3.12,3.62,3.12,2.12,2.12,3.25,2.75,3.75,3,0.38,2.38,2,3.25,1.38,2.25,4,0,1.5,3.12,3.38,3.88,3.38,3.75,1.25,3.25,1.38,3.88,"Level"
"880","Switchboard Operators, Including Answering Service",2.25,3,2.25,2.5,2.75,0,0,0,1.88,2.12,2,0.25,0.12,1.5,1.38,2.38,1.88,0.5,1.5,0.5,1.88,0.5,1.25,3,0,0,2.62,2.88,2.75,1.75,1,0,2.12,0.62,2.38,"Level"
"881","Tailors, Dressmakers, and Custom Sewers",2.75,3.12,2.88,2.62,3.12,1.12,1.62,0.25,2.25,2.88,1.88,1.12,1.5,2.38,2,2.75,2.25,2.5,2.38,2.75,2.12,0,1.75,2.5,1.38,0.62,2.75,2.62,2.75,1.12,0.88,1,3,1.38,2.38,"Level"
"882","Talent Directors",3.25,3.75,3.25,3.5,3.62,0,0,0,3.12,3.25,2.62,1.62,1.12,3.12,1.75,3.75,3.88,0,1.25,2.12,3.5,0.75,1.25,4,0,1,3.12,3.5,3.88,2.75,2.5,0.38,3.25,0.62,3.5,"Level"
"883","Tank Car, Truck, and Ship Loaders",2.62,2.62,2.75,3,2.75,2.38,2.62,0,2.75,2.62,2.62,1.25,2.12,2.75,2.38,3.25,2.25,3.12,3.38,0.25,2.12,0.62,2.88,3.12,2.5,0.88,2.25,2.38,2.62,2.5,2,1,3,2.62,3,"Level"
"884","Tapers",2,2.62,2.25,2.38,2.38,0.75,0.88,1,1.88,2.38,2,0,0.88,2,0.62,2.62,1.75,2,2.12,1.12,2,0,1.88,2.12,0.88,0.25,2.12,2.12,2.12,1.38,1.25,0.12,2.62,1.38,2,"Level"
"885","Tax Examiners and Collectors, and Revenue Agents",3.62,4,3,3,3.62,0,0,0,2.75,3.38,3,1.38,0.75,1.88,3.25,2.88,3,0.12,0.75,1.5,3.12,0.88,1.12,4.12,0,0,3,3,3.75,2.38,2.5,0.5,2.75,0,3.25,"Level"
"886","Tax Preparers",3.12,3.88,3.12,2.75,3.62,0,0,0,2.88,2.88,3,1,0.75,1.75,3.12,3,2.5,0,0.25,1.88,2.75,0.62,1.25,4,0,0,3.12,2.88,3.5,2.62,2.25,0.25,3,0,3.12,"Level"
"887","Taxi Drivers and Chauffeurs",2.38,3,2.38,2.5,2.75,0.62,0,0,2.12,2.25,2.25,1.25,1.38,1.5,2.12,2.62,2.25,2.88,2.5,0,2,0,1.5,2.5,1,0,2.88,2.88,2.75,1.88,2.12,0.5,2.5,1.5,2.38,"Level"
"888","Teacher Assistants",2.88,3.25,2.62,3,3.12,0.25,0.62,0,3.12,2.25,3.62,0.25,0.5,1.75,2,3.12,2.38,0.75,1.5,1.25,2.75,0.5,1.38,3.12,0,0.75,3,3.12,3.12,2,1.88,1.12,2.5,0.88,3,"Level"
"889","Team Assemblers",2.12,2.88,2.5,3.38,3,2,1.12,0,2.62,2.62,2.38,0.62,0.75,2.38,1.38,3,1.62,2.88,2.88,0.5,2.25,0.5,2.75,2.62,1.5,0,1.88,2.5,3,1.88,1.75,0.25,2.5,2,2.88,"Level"
"890","Technical Directors/Managers",3.38,4.12,3.5,4.38,4,1.88,2.62,0,3.88,3.75,3.5,1.5,2.25,3.88,2,4.62,2.88,2.88,3.25,2,3.38,1.25,3,3.88,1.5,0.12,3,3.75,4,3.62,3.38,1.5,3.88,2,3.62,"Level"
"891","Technical Writers",3.62,3.88,3,3,3.88,0,0,0,2.75,3,2.25,0.38,0.62,2.12,0.62,3,2.38,0,0.5,2.5,2.88,0.38,1.88,4.88,0,0.25,1.88,2.75,3.75,2.12,1.25,0.38,3,0.12,5,"Level"
"892","Telecommunications Engineering Specialists",3.62,3.75,3.5,3.75,3.5,2.5,2.12,1.5,3.25,3.38,3,2.38,2.62,3.12,2.88,3.38,2.88,1.75,2.88,1.88,2.88,2.12,3.12,3.88,2.38,1.38,3.25,3.25,3.5,3.12,3.38,2.75,3.12,3.12,3.62,"Level"
"893","Telecommunications Equipment Installers and Repairers, Except Line Installers",3.25,3.5,3.38,3,3.62,3.25,3.25,3,2.88,3,2.88,1,1.38,2.62,2.5,3.38,2.38,3.25,3.38,2.25,2.88,2,3.62,3.5,3.38,2.25,3.12,2.62,3.25,3.12,3.12,1.5,2.88,3.75,3,"Level"
"894","Telecommunications Line Installers and Repairers",2.62,3,3,3,3.12,2.75,2,1.88,2.12,3,2,0.75,0.75,1.88,1.75,2.88,2.12,3,3,1,2.25,0.62,3,3,2.75,1.12,2.88,2.88,2.75,2.38,2.38,0.88,2.75,3.12,2.88,"Level"
"895","Telemarketers",1.5,3.62,2.25,2.62,3.38,0,0,0,1,2.12,0.5,0,0,0.62,0.62,2.38,2.62,0,0,1.38,3.5,0.25,0.25,3.25,0,0.12,3.25,2.75,3.62,0.38,0.62,0.12,1.88,0,2.62,"Level"
"896","Telephone Operators",2,3.5,2.62,2.25,3.25,0,0,0,1.62,1.88,1.88,0.62,0.5,1.5,1.38,2.38,1.88,0.25,1.12,0.75,2,0.62,0.12,2.75,0,0,3.38,2.88,3.38,1.5,1.25,0.5,2,0,2.5,"Level"
"897","Tellers",2.75,3.5,2.75,2.5,3.38,0,0,0,2.88,2.88,2.5,0.25,0.25,2,2.88,2.75,2.12,1.25,1.88,0.25,2,0.38,0.75,3.25,0,0.12,3.38,2.62,3.12,1.88,1.75,0,2.5,0,3.12,"Level"
"898","Terrazzo Workers and Finishers",2.12,2,2.38,3.12,2.38,1.75,2,0.25,2,2.25,2.12,0.62,1,1.88,2.25,2.62,1.62,2.5,2,1,1.75,0,2.38,1.75,1.75,0.62,1.88,2,2,1.75,1.5,0.38,2.5,1.88,1.62,"Level"
"899","Textile Bleaching and Dyeing Machine Operators and Tenders",2,3,2.25,2.75,2.62,2.25,2,1,2.12,2.38,1.75,0.75,0.62,1.88,2.5,2.75,1.62,3.25,3.62,1.5,1.88,0,3,2.62,2.25,1,2,2.38,2.62,1.88,2,0.75,2.25,2.12,2.62,"Level"
"900","Textile Cutting Machine Setters, Operators, and Tenders",2.25,2.38,2.62,2.5,2.62,3.5,2.5,1.5,2.75,2.75,2.38,1,1,2.25,2,3.12,1.88,3.62,3.62,1.62,2,0.62,3.38,2.62,3,0.12,1.88,2,2.12,2.25,2.38,1,2.75,2.88,2.38,"Level"
"901","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.5,2.5,2,2.25,2.5,2.38,1.75,0.5,2.12,2.38,1.62,0.62,0.5,1.75,0.88,2.88,1.38,2.88,3.12,1.88,1.75,0,2.5,2.25,1.62,0.25,1.62,1.88,2.5,1,1.12,0.25,2.25,2.38,1.88,"Level"
"902","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.12,2.38,2.38,2.62,2.88,2.75,2.25,1.38,2.75,2.62,2.38,1,1.25,2.25,1.88,3.25,2.12,3.88,3.75,1.62,2.12,0,3.25,2.25,2.62,0.25,2.25,2.25,2.25,2.12,2,1.12,2.5,2.62,2,"Level"
